QuestionID,LegacyQuestionID,SurveyID,SurveyFocusArea,ScoreFocusArea,SpaceTypeID,CategoryID,SubcategoryID,SchoolLevel,SourceSchoolLevel,QuestionText,Context,QuestionType,ScoringMode,QuestionWeight,WeightSource,DisplayOrder,IsRequired,IsActive,SourceSheet,SourceRow
AD-001,AD-001,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-FUNCTION,SUB-ADMIN-OFFICES-FUNCTION-LAYOUT-AND-FLEXIBILI-59B405F2,ALL,ALL,"Does the office layout support individual work and one-on-one meetings (i.e., space for a desk plus at least one guest seat)?",,YesNo,SingleResponse,12,Source,720,True,True,Admin Offices,2
AD-002,AD-002,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-INFRASTRUCTURE,SUB-ADMIN-OFFICES-INFRASTRUCTU-UTILITIES-AND-TECHNO-CE41B158,ALL,ALL,Select all that apply (Lighting),,MultiSelect,MixedItemScoring,9,Source,730,True,True,Admin Offices,6
AD-003,AD-003,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-AESTHETICS-692C04C6,ALL,ALL,Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,3,Source,740,True,True,Admin Offices,9
AD-004,AD-004,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-OCCUPANT-COMFORT-EB91CCBA,ALL,ALL,Are there exterior windows?,,YesNo,SingleResponse,12,Source,750,True,True,Admin Offices,14
AD-005,AD-005,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-OCCUPANT-COMFORT-EB91CCBA,ALL,ALL,Select all that apply (Exterior Windows),,MultiSelect,MixedItemScoring,9,Source,760,True,True,Admin Offices,18
AD-006,AD-006,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-OCCUPANT-COMFORT-EB91CCBA,ALL,ALL,What window coverings are provided on exterior windows?,,SingleSelect,SingleResponse,9,Source,770,True,True,Admin Offices,21
AD-007,AD-007,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-INFRASTRUCTURE,SUB-ADMIN-OFFICES-INFRASTRUCTU-UTILITIES-AND-TECHNO-CE41B158,ALL,ALL,"How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",,SingleSelect,SingleResponse,i,Source,780,True,True,Admin Offices,27
AD-008,AD-008,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-INFRASTRUCTURE,SUB-ADMIN-OFFICES-INFRASTRUCTU-UTILITIES-AND-TECHNO-CE41B158,ALL,ALL,How many walls in the space have general-use outlets?,,SingleSelect,SingleResponse,12,Source,790,True,True,Admin Offices,32
AD-009,AD-009,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-INFRASTRUCTURE,SUB-ADMIN-OFFICES-INFRASTRUCTU-UTILITIES-AND-TECHNO-CE41B158,ALL,ALL,How many walls in the space have data outlets?,,SingleSelect,SingleResponse,3,Source,800,True,True,Admin Offices,36
AD-010,AD-010,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-OCCUPANT-COMFORT-EB91CCBA,ALL,ALL,Select one (Temperature Control),,SingleSelect,SingleResponse,6,Source,810,True,True,Admin Offices,40
AD-011,AD-011,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-3F865546,ALL,ALL,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",,YesNo,SingleResponse,12,Source,820,True,True,Admin Offices,45
AD-012,AD-012,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-3F865546,ALL,ALL,What type of visibility is provided into the space from adjacent interior spaces?,,MultiSelect,MixedItemScoring,i,Source,830,True,True,Admin Offices,49
AD-013,AD-013,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-3F865546,ALL,ALL,Select all that apply (Safety),,MultiSelect,MixedItemScoring,12,Source,840,True,True,Admin Offices,53
AD-014,AD-014,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-AMENITIES,SUB-ADMIN-OFFICES-AMENITIES-FURNITURE-AND-EQUIPM-4B0478E5,ALL,ALL,Select all that apply (Furniture),,MultiSelect,MixedItemScoring,i,Source,850,True,True,Admin Offices,57
AD-015,AD-015,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-AMENITIES,SUB-ADMIN-OFFICES-AMENITIES-FURNITURE-AND-EQUIPM-4B0478E5,ALL,ALL,What is the condition of the furniture?,,SingleSelect,SingleResponse,9,Source,860,True,True,Admin Offices,65
AD-016,AD-016,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-INFRASTRUCTURE,SUB-ADMIN-OFFICES-INFRASTRUCTU-FLOORING-AND-SURFACE-6FDF1847,ALL,ALL,What type of flooring is in the space?,,SingleSelect,SingleResponse,i,Source,870,True,True,Admin Offices,69
AD-017,AD-017,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-AMENITIES,SUB-ADMIN-OFFICES-AMENITIES-FURNITURE-AND-EQUIPM-4B0478E5,ALL,ALL,Select all that apply (general inventory),,MultiSelect,MixedItemScoring,i,Source,880,True,True,Admin Offices,76
AD-018,AD-018,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-FUNCTION,SUB-ADMIN-OFFICES-FUNCTION-ADJACENCY-AND-ACCESS-44DE52F8,ALL,ALL,Select all that apply (proximity to collaboration space or group room),,MultiSelect,MixedItemScoring,12,Source,890,True,True,Admin Offices,80
AD-019,AD-019,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-OCCUPANT-EXPERIENCE,SUB-ADMIN-OFFICES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-3F865546,ALL,ALL,Select all that apply (visibility into collaboration space or group room),Supports passive supervision of shared learning spaces from the office,MultiSelect,MixedItemScoring,6,Source,900,True,True,Admin Offices,83
AD-020,AD-020,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-ADMIN-OFFICES,CAT-ADMIN-OFFICES-FUNCTION,SUB-ADMIN-OFFICES-FUNCTION-AVAILABILITY-D3AD9A8B,ALL,ALL,Is this the principal's office?,,YesNo,Inventory,,Inventory,910,True,True,Admin Offices,86
AD-021,AD-021,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MAIN-ADMIN-SUITE,CAT-MAIN-ADMIN-SUITE-OCCUPANT-EXPERIENCE,SUB-MAIN-ADMIN-SUITE-OCCUPANT-EXP-CIRCULATION-AND-EGRE-EC77BE53,ALL,ALL,Select all that apply (principal's office),,MultiSelect,MixedItemScoring,12,Source,920,True,True,Admin Offices,89
CP-002,CP-002,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-FUNCTION,SUB-COMMUNITY-PARTNE-FUNCTION-ADJACENCY-AND-ACCESS-FDD5AF9A,ALL,ALL,Select all that apply (access and security),"Supports controlled, independent access to the suite outside of core school hours",MultiSelect,MixedItemScoring,12,Source,930,True,True,Community Partners Suite,6
CP-003,CP-003,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-OCCUPANT-EXPERIENCE,SUB-COMMUNITY-PARTNE-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-878468F7,ALL,ALL,What visual connection does the suite have with the main reception area?,Supports staff awareness of suite activity from the main reception desk,SingleSelect,SingleResponse,12,Source,940,True,True,Community Partners Suite,10
CP-004,CP-004,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-FUNCTION,SUB-COMMUNITY-PARTNE-FUNCTION-AVAILABILITY-480D3314,ES,ES,Select all that are provided within the suite (spaces checklist),,MultiSelect,MixedItemScoring,12,Source,950,True,True,Community Partners Suite,15
CP-005,CP-005,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-FUNCTION,SUB-COMMUNITY-PARTNE-FUNCTION-AVAILABILITY-480D3314,MS+HS,MS+HS,Select all that are provided within the suite (spaces checklist),,MultiSelect,MixedItemScoring,12,Source,960,True,True,Community Partners Suite,23
CP-006,CP-006,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-FUNCTION,SUB-COMMUNITY-PARTNE-FUNCTION-AVAILABILITY-480D3314,MS+HS,MS+HS,How many group rooms are provided in the suite?,,SingleSelect,SingleResponse,6,Source,970,True,True,Community Partners Suite,30
CP-007,CP-007,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-AMENITIES,SUB-COMMUNITY-PARTNE-AMENITIES-STORAGE-383EB2E0,ALL,ALL,How many ensuite storage closets are provided in the suite?,"Support storage for community programs such as food pantries, clothing donations, and/or the campus PTA",SingleSelect,SingleResponse,6,Source,980,True,True,Community Partners Suite,35
CP-008,CP-008,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-OCCUPANT-EXPERIENCE,SUB-COMMUNITY-PARTNE-OCCUPANT-EXP-OCCUPANT-COMFORT-5C85C584,ALL,ALL,Select all that apply (acoustic features in the community room),Supports privacy and reduces noise transfer between the community room and adjacent spaces,MultiSelect,MixedItemScoring,i,Source,990,True,True,Community Partners Suite,40
CP-009,CP-009,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-OCCUPANT-EXPERIENCE,SUB-COMMUNITY-PARTNE-OCCUPANT-EXP-OCCUPANT-COMFORT-5C85C584,ALL,ALL,Does the community room have exterior windows?,,YesNo,SingleResponse,12,Source,1000,True,True,Community Partners Suite,47
CP-010,CP-010,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-OCCUPANT-EXPERIENCE,SUB-COMMUNITY-PARTNE-OCCUPANT-EXP-OCCUPANT-COMFORT-5C85C584,ALL,ALL,Select all that apply (exterior windows in the community room),Supports wellbeing through connection to the outdoors,MultiSelect,MixedItemScoring,12,Source,1010,True,True,Community Partners Suite,51
CP-011,CP-011,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-OCCUPANT-EXPERIENCE,SUB-COMMUNITY-PARTNE-OCCUPANT-EXP-OCCUPANT-COMFORT-5C85C584,ALL,ALL,What temperature controls are provided within the suite?,,SingleSelect,SingleResponse,6,Source,1020,True,True,Community Partners Suite,54
CP-012,CP-012,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-AMENITIES,SUB-COMMUNITY-PARTNE-AMENITIES-FURNITURE-AND-EQUIPM-4B476F60,ALL,ALL,Select all that apply (furniture),,MultiSelect,MixedItemScoring,9,Source,1030,True,True,Community Partners Suite,59
CP-013,CP-013,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-AMENITIES,SUB-COMMUNITY-PARTNE-AMENITIES-FURNITURE-AND-EQUIPM-4B476F60,ALL,ALL,What is the condition of the furniture?,,SingleSelect,SingleResponse,12,Source,1040,True,True,Community Partners Suite,64
CP-014,CP-014,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-INFRASTRUCTURE,SUB-COMMUNITY-PARTNE-INFRASTRUCTU-FLOORING-AND-SURFACE-67FABDD8,ALL,ALL,What type of flooring is in the space?,,SingleSelect,SingleResponse,i,Source,1050,True,True,Community Partners Suite,68
CP-015,CP-015,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-COMMUNITY-PARTNERS-SUITE,CAT-COMMUNITY-PARTNERS-INFRASTRUCTURE,SUB-COMMUNITY-PARTNE-INFRASTRUCTU-UTILITIES-AND-TECHNO-72003F30,ALL,ALL,Select all that apply (general inventory),,MultiSelect,MixedItemScoring,i,Source,1060,True,True,Community Partners Suite,75
MW-002,MW-002,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-FUNCTION,SUB-MENTAL-WELLNESS--FUNCTION-ADJACENCY-AND-ACCESS-E560C2C7,ALL,ALL,"Is the suite easily accessible to students from the main circulation areas of the building (i.e., not requiring travel through a separate wing or remote corridor)?",,YesNo,SingleResponse,12,Source,1070,True,True,MW and Counseling Suite,6
MW-003,MW-003,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-FUNCTION,SUB-MENTAL-WELLNESS--FUNCTION-AVAILABILITY-976872E8,ES,ES,Select all that are provided within the suite (spaces checklist),,MultiSelect,MixedItemScoring,12,Source,1080,True,True,MW and Counseling Suite,10
MW-004,MW-004,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-FUNCTION,SUB-MENTAL-WELLNESS--FUNCTION-AVAILABILITY-976872E8,MS,MS,Select all that are provided within the suite (spaces checklist),,MultiSelect,MixedItemScoring,12,Source,1090,True,True,MW and Counseling Suite,17
MW-005,MW-005,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-FUNCTION,SUB-MENTAL-WELLNESS--FUNCTION-AVAILABILITY-976872E8,HS,HS,Select all that are provided within the suite (spaces checklist),,MultiSelect,MixedItemScoring,12,Source,1100,True,True,MW and Counseling Suite,27
MW-006,MW-006,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-FUNCTION,SUB-MENTAL-WELLNESS--FUNCTION-AVAILABILITY-976872E8,ES,ES,How many Professional School Counselor offices are provided?,,SingleSelect,SingleResponse,9,Source,1110,True,True,MW and Counseling Suite,38
MW-007,MW-007,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-FUNCTION,SUB-MENTAL-WELLNESS--FUNCTION-AVAILABILITY-976872E8,MS+HS,MS+HS,How many Professional School Counselor offices are provided?,,SingleSelect,SingleResponse,9,Source,1120,True,True,MW and Counseling Suite,43
MW-008,MW-008,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-OCCUPANT-EXPERIENCE,SUB-MENTAL-WELLNESS--OCCUPANT-EXP-CIRCULATION-AND-EGRE-818C2687,MS+HS,MS+HS,"Does the counseling center have a secondary door to a separate egress path (i.e., a second door to a corridor or exterior)?","Supports safe, direct evacuation from student-occupied counseling spaces",YesNo,SingleResponse,9,Source,1130,True,True,MW and Counseling Suite,49
MW-009,MW-009,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-OCCUPANT-EXPERIENCE,SUB-MENTAL-WELLNESS--OCCUPANT-EXP-SAFETY-AND-SUPERVISI-A67E48E4,ES,ES,"Which spaces have user-controlled visual privacy on interior glass (e.g., roller shades or curtains)?",Supports the ability to control visual privacy between counselor offices and student-use spaces as needed,MultiSelect,MixedItemScoring,12,Source,1140,True,True,MW and Counseling Suite,53
MW-010,MW-010,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-OCCUPANT-EXPERIENCE,SUB-MENTAL-WELLNESS--OCCUPANT-EXP-SAFETY-AND-SUPERVISI-A67E48E4,MS+HS,MS+HS,"Which spaces have user-controlled visual privacy on interior glass (e.g., roller shades or curtains)?",Supports the ability to control visual privacy between counselor offices and student-use spaces as needed,MultiSelect,MixedItemScoring,12,Source,1150,True,True,MW and Counseling Suite,57
MW-011,MW-011,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-OCCUPANT-EXPERIENCE,SUB-MENTAL-WELLNESS--OCCUPANT-EXP-OCCUPANT-COMFORT-5A56F8B0,ES,ES,Which spaces within the suite have dimmable light fixtures?,Supports flexible lighting for varied counseling and wellness activities,MultiSelect,MixedItemScoring,9,Source,1160,True,True,MW and Counseling Suite,62
MW-012,MW-012,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-OCCUPANT-EXPERIENCE,SUB-MENTAL-WELLNESS--OCCUPANT-EXP-OCCUPANT-COMFORT-5A56F8B0,MS,MS,Which spaces within the suite have dimmable light fixtures?,Supports flexible lighting for varied counseling and wellness activities,MultiSelect,MixedItemScoring,9,Source,1170,True,True,MW and Counseling Suite,69
MW-013,MW-013,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-OCCUPANT-EXPERIENCE,SUB-MENTAL-WELLNESS--OCCUPANT-EXP-OCCUPANT-COMFORT-5A56F8B0,HS,HS,Which spaces within the suite have dimmable light fixtures?,Supports flexible lighting for varied counseling and wellness activities,MultiSelect,MixedItemScoring,9,Source,1180,True,True,MW and Counseling Suite,78
MW-014,MW-014,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-AMENITIES,SUB-MENTAL-WELLNESS--AMENITIES-STORAGE-AD0B8DA7,ALL,ALL,How is lockable storage provided for confidential files and personal items within the suite?,Supports confidentiality of student records and personal belongings,SingleSelect,SingleResponse,12,Source,1190,True,True,MW and Counseling Suite,88
MW-015,MW-015,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-OCCUPANT-EXPERIENCE,SUB-MENTAL-WELLNESS--OCCUPANT-EXP-OCCUPANT-COMFORT-5A56F8B0,ALL,ALL,What temperature controls are provided within the suite?,,SingleSelect,SingleResponse,6,Source,1200,True,True,MW and Counseling Suite,93
MW-016,MW-016,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-AMENITIES,SUB-MENTAL-WELLNESS--AMENITIES-FURNITURE-AND-EQUIPM-231FF174,ALL,ALL,Select all that apply (furniture),,MultiSelect,MixedItemScoring,12,Source,1210,True,True,MW and Counseling Suite,98
MW-017,MW-017,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-AMENITIES,SUB-MENTAL-WELLNESS--AMENITIES-FURNITURE-AND-EQUIPM-231FF174,ALL,ALL,What is the condition of the furniture?,,SingleSelect,SingleResponse,12,Source,1220,True,True,MW and Counseling Suite,103
MW-018,MW-018,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-MENTAL-WELLNESS-AND-COUNSELING-SUI,CAT-MENTAL-WELLNESS-AN-INFRASTRUCTURE,SUB-MENTAL-WELLNESS--INFRASTRUCTU-FLOORING-AND-SURFACE-D6E1C799,ALL,ALL,What type of flooring is in the space?,,SingleSelect,SingleResponse,i,Source,1230,True,True,MW and Counseling Suite,107
PL-001,PL-001,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-FUNCTION,SUB-PROFESSIONAL-LEA-FUNCTION-LAYOUT-AND-FLEXIBILI-0128EED5,ALL,ALL,Does the room shape allow for clear sightlines and flexible configuration for group work?,,YesNo,SingleResponse,9,Source,1240,True,True,PLCs,2
PL-002,PL-002,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-INFRASTRUCTURE,SUB-PROFESSIONAL-LEA-INFRASTRUCTU-UTILITIES-AND-TECHNO-E441234E,ALL,ALL,Select all that apply (lighting),,MultiSelect,MixedItemScoring,9,Source,1250,True,True,PLCs,6
PL-003,PL-003,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-OCCUPANT-EXPERIENCE,SUB-PROFESSIONAL-LEA-OCCUPANT-EXP-AESTHETICS-76DD080B,ALL,ALL,Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,6,Source,1260,True,True,PLCs,9
PL-004,PL-004,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-FUNCTION,SUB-PROFESSIONAL-LEA-FUNCTION-ADJACENCY-AND-ACCESS-88366722,ALL,ALL,Where is the small meeting room for phone calls and one-on-one meetings located relative to the PLC?,,SingleSelect,SingleResponse,9,Source,1270,True,True,PLCs,14
PL-005,PL-005,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-OCCUPANT-EXPERIENCE,SUB-PROFESSIONAL-LEA-OCCUPANT-EXP-OCCUPANT-COMFORT-E3DEF267,ALL,ALL,Are there exterior windows?,,YesNo,SingleResponse,12,Source,1280,True,True,PLCs,19
PL-006,PL-006,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-OCCUPANT-EXPERIENCE,SUB-PROFESSIONAL-LEA-OCCUPANT-EXP-OCCUPANT-COMFORT-E3DEF267,ALL,ALL,Select all that apply (exterior windows),Supports wellbeing through connection to the outdoors,MultiSelect,MixedItemScoring,9,Source,1290,True,True,PLCs,23
PL-007,PL-007,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-AMENITIES,SUB-PROFESSIONAL-LEA-AMENITIES-FURNITURE-AND-EQUIPM-EB4974A1,ALL,ALL,How many workstations are provided for staff?,,SingleSelect,SingleResponse,12,Source,1300,True,True,PLCs,26
PL-008,PL-008,SRV-ARRIVAL-ADMINISTRATION,Arrival/Administration,Arrival/Administration,SPT-PROFESSIONAL-LEARNING-CENTER,CAT-PROFESSIONAL-LEARN-OCCUPANT-EXPERIENCE,SUB-PROFESSIONAL-LEA-OCCUPANT-EXP-OCCUPANT-COMFORT-E3DEF267,ALL,ALL,What window coverings are provided on exterior windows?,,SingleSelect,SingleResponse,9,Source,1310,True,True,PLCs,30
